hole_id,depth_m,azimuth,dip,data_source
SYN-036,90.0,44.1,-71.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,120.0,43.8,-72.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,150.0,43.6,-71.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-036,180.0,45.6,-71.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-037,0.0,221.3,-67.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-037,30.0,221.0,-67.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-037,60.0,221.5,-67.0,SYNTHETIC_FABRICATED_NOT_REAL
SYN-037,90.0,220.7,-66.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-037,120.0,221.7,-66.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,0.0,216.8,-71.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,30.0,217.1,-71.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,60.0,216.7,-71.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,90.0,217.0,-71.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,120.0,216.1,-71.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-038,150.0,216.0,-70.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,0.0,35.3,-51.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,30.0,35.0,-51.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,60.0,35.3,-51.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,90.0,35.8,-51.5,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,120.0,35.2,-51.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,150.0,33.7,-51.7,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,180.0,35.2,-52.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,210.0,36.6,-51.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,240.0,35.7,-50.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-039,270.0,34.7,-51.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,0.0,61.7,-53.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,30.0,61.9,-53.2,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,60.0,62.4,-53.4,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,90.0,60.7,-53.1,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,120.0,61.2,-52.8,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,150.0,60.1,-53.6,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,180.0,62.0,-52.3,SYNTHETIC_FABRICATED_NOT_REAL
SYN-040,210.0,62.6,-53.9,SYNTHETIC_FABRICATED_NOT_REAL
